Depth	Gamma								
651	80.3								
651	81.1								
651.1	83.4								
651.1	84.1								
651.1	84.9								
651.1	87.9								
651.1	91								
651.2	92.5								
651.2	94								
651.3	94.8								
651.4	93.3								
651.4	91.7								
651.4	87.2								
651.4	84.9								
651.4	81.1								
651.5	78								
651.5	74.2								
651.5	70.4								
651.5	67.4								
651.5	65.1								
651.6	61.3								
651.6	60.5								
651.7	58.3								
651.8	54.4								
651.9	54.4								
651.9	56								
652.1	58.3								
652.2	61.3								
652.3	63.6								
652.3	63.6								
652.4	63.6								
652.5	62.8								
652.5	59.8								
652.5	57.5								
652.6	54.4								
652.6	52.2								
652.8	49.1								
652.9	46.1								
653.1	43								
653.1	42.3								
653.2	39.2								
653.3	36.9								
653.3	35.4								
653.4	32.4								
653.5	29.3								
653.6	28.6								
653.7	31.6								
653.8	34.7								
653.9	40								
654	42.3								
654.1	44.6								
654.1	44.6								
654.3	44.6								
654.5	43								
654.6	43								
654.7	46.8								
654.7	50.6								
654.8	54.4								
654.8	57.5								
654.9	60.5								
654.9	61.3								
655.1	63.6								
655.2	66.6								
655.2	72								
655.2	73.5								
655.2	74.2								
655.2	75								
655.2	76.5								
655.4	74.2								
655.5	73.5								
655.6	75								
655.6	78.8								
655.7	84.1								
655.8	88.7								
655.8	88.7								
655.8	90.2								
655.9	94.8								
655.9	95.6								
656	96.3								
656.1	90.2								
656.2	86.4								
656.2	81.9								
656.2	78								
656.3	74.2								
656.3	72								
656.3	71.2								
656.4	70.4								
656.5	68.1								
656.6	65.9								
656.7	62.8								
656.8	62.8								
657	65.1								
657.1	67.4								
657.1	72.7								
657.2	78.8								
657.3	81.1								
657.3	86.4								
657.3	87.2								
657.4	91.7								
657.5	98.6								
657.5	100.1								
657.7	98.6								
657.8	94.8								
657.9	92.5								
658.1	90.2								
658.2	88.7								
658.3	87.2								
658.4	84.9								
658.5	84.9								
658.5	81.9								
658.6	79.6								
658.7	81.1								
658.7	83.4								
658.7	84.1								
658.7	84.9								
658.8	85.7								
658.8	85.7								
658.9	85.7								
659.1	85.7								
659.3	84.9								
659.4	83.4								
659.5	81.9								
659.6	79.6								
659.8	81.1								
659.9	84.1								
659.9	86.4								
660	91								
660	92.5								
660.1	95.6								
660.1	99.4								
660.2	102.4								
660.2	103.2								
660.2	106.2								
660.2	108.5								
660.2	108.5								
660.3	113.1								
660.4	115.3								
660.5	115.3								
660.7	111.5								
660.7	107.7								
660.8	103.2								
660.9	102.4								
661	100.9								
661	100.1								
661.3	103.2								
661.3	103.9								
661.4	103.2								
661.5	102.4								
661.7	103.9								
661.8	103.9								
661.9	102.4								
661.9	102.4								
661.9	100.9								
662	100.9								
662.1	102.4								
662.2	104.7								
662.3	102.4								
662.3	100.9								
662.4	98.6								
662.4	96.3								
662.4	94								
662.5	91.7								
662.5	89.5								
662.5	86.4								
662.5	85.7								
662.7	81.9								
662.7	81.1								
662.7	79.6								
662.8	78.8								
662.8	78.8								
662.9	82.6								
662.9	82.6								
662.9	85.7								
663	89.5								
663	90.2								
663.1	91.7								
663.2	94.8								
663.3	95.6								
663.5	98.6								
663.5	104.7								
663.6	109.3								
663.6	111.5								
663.6	116.1								
663.8	119.1								
663.8	119.9								
663.9	123								
663.9	123.7								
663.9	126								
663.9	129								
664	129.8								
664.1	134.4								
664.4	137.4								
664.4	136.7								
664.4	135.1								
664.5	131.3								
664.5	126								
664.5	120.7								
664.6	116.9								
664.6	114.6								
664.6	113.1								
664.6	110								
664.7	108.5								
664.7	107								
664.8	105.4								
664.9	105.4								
665	105.4								
665.1	105.4								
665.2	107								
665.3	109.3								
665.3	112.3								
665.4	114.6								
665.6	117.6								
665.7	115.3								
665.7	114.6								
665.8	112.3								
665.9	112.3								
666.1	115.3								
666.1	119.1								
666.3	121.4								
666.5	121.4								
666.5	118.4								
666.5	115.3								
666.5	113.8								
666.5	113.1								
666.7	108.5								
666.7	103.2								
666.7	102.4								
666.7	100.1								
667.1	97.8								
667.1	102.4								
667.1	106.2								
667.1	110.8								
667.1	115.3								
667.1	116.1								
667.4	118.4								
667.4	118.4								
667.6	119.1								
667.8	119.1								
668	119.9								
668.2	121.4								
668.4	124.5								
668.4	125.2								
668.4	126.8								
668.4	129.8								
668.5	131.3								
668.5	132.1								
668.7	129.8								
668.8	125.2								
668.9	124.5								
669	128.3								
669.1	134.4								
669.2	138.2								
669.2	140.5								
669.4	145								
669.5	149.6								
669.6	152.6								
669.6	153.4								
669.6	155.7								
669.6	156.4								
669.7	158.7								
669.8	159.5								
669.8	160.3								
669.8	160.3								
669.9	162.5								
669.9	163.3								
669.9	163.3								
669.9	163.3								
670	162.5								
670	159.5								
670	156.4								
670.1	153.4								
670.3	151.9								
670.3	151.9								
670.3	151.1								
670.4	147.3								
670.5	145.8								
670.5	142.7								
670.5	139.7								
670.5	138.2								
670.5	136.7								
670.6	130.6								
670.7	126.8								
670.9	124.5								
671	127.5								
671.2	130.6								
671.3	135.9								
671.5	141.2								
671.5	144.3								
671.5	145.8								
671.7	145.8								
671.7	145.8								
671.8	141.2								
671.9	138.2								
671.9	137.4								
672.1	139.7								
672.2	140.5								
672.2	142.7								
672.3	147.3								
672.3	148.1								
672.4	149.6								
672.5	151.9								
672.5	154.2								
672.5	158								
672.5	159.5								
672.5	163.3								
672.6	173.2								
672.6	176.2								
672.7	180.8								
672.8	183.9								
672.7	193.7								
672.7	196								
672.7	201.4								
672.7	205.2								
672.9	208.2								
672.9	211.3								
672.9	212.8								
673.5	212.6								
673.5	208.9								
673.6	206.6								
673.6	204.4								
673.6	200.6								
673.6	198.3								
673.8	195.3								
673.8	193.1								
673.8	190.1								
673.7	188.6								
673.7	186.3								
673.9	185.5								
673.9	182.5								
674	180.3								
674.1	178.8								
674.2	170.5								
674.2	169.7								
674.4	171.2								
674.4	175.8								
674.4	180.3								
674.5	189.3								
674.5	192.3								
674.6	197.6								
674.6	199.8								
674.7	204.4								
674.7	206.6								
674.7	208.9								
674.8	209.6								
674.9	208.1								
674.9	208.1								
674.9	208.1								
675	203.6								
675.1	199.8								
675.1	199.8								
675.3	199.1								
675.3	199.1								
675.3	197.6								
675.4	194.6								
675.5	189.3								
675.5	187								
675.7	184								
672.9	204.4								
673.1	208.1								
673.6	213.4								
673.6	206.6								
673.6	206.6								
673.6	200.6								
673.6	197.6								
673.7	196.1								
673.8	193.8								
673.9	189.3								
674	186.3								
674	182.5								
674.1	178								
674.2	172.7								
674.3	170.5								
674.5	173.5								
674.5	178								
674.6	184.8								
674.6	190.8								
674.6	195.3								
674.7	199.8								
674.7	203.6								
674.9	207.4								
675	208.1								
675.1	204.4								
675.1	199.8								
675.1	199.8								
675.1	199.8								
675.4	201.3								
675.4	197.6								
675.5	193.1								
675.5	189.3								
675.6	187.8								
675.7	184								
675.7	183.3								
675.9	181.8								
675.9	180.3								
675.9	176.5								
676	176.5								
676	176.5								
676	177.3								
676.1	178								
676.1	181.8								
676.1	185.5								
676.1	187								
676.2	196.1								
676.3	197.6								
676.3	199.1								
676.4	201.3								
676.5	203.6								
676.6	204.4								
676.7	205.1								
676.9	205.1								
677	203.6								
677.1	196.1								
677.1	188.6								
677	184.8								
677	174.3								
677.2	169.7								
677.2	167.5								
677.3	162.2								
677.3	156.2								
677.4	153.9								
677.4	149.4								
677.5	141.1								
677.5	137.4								
677.6	132.9								
677.6	126.8								
677.6	123.1								
677.8	123.1								
677.9	127.6								
678	132.9								
678.1	138.9								
678.1	142.6								
678.1	142.6								
678.1	144.9								
678.2	147.2								
678.3	148.7								
678.5	147.9								
678.6	143.4								
678.6	139.6								
678.9	139.6								
678.9	144.1								
678.9	144.9								
679	147.9								
679	148.7								
679.1	150.2								
679.2	145.6								
679.3	141.1								
679.4	135.9								
679.5	132.1								
679.6	130.6								
679.6	129.1								
679.7	129.1								
680	132.1								
680	135.1								
680.1	135.1								
680.1	136.6								
680.2	138.1								
680.2	141.9								
680.3	144.1								
680.4	145.6								
680.5	146.4								
680.5	145.6								
680.6	142.6								
680.6	142.6								
680.8	142.6								
680.9	144.1								
680.9	144.9								
680.9	145.6								
680.9	146.4								
681	142.6								
681.1	137.4								
681.1	131.3								
681.2	126.1								
681.3	121.6								
681.3	114.8								
681.3	111.8								
681.3	111.8								
681.3	110.3								
681.5	106.5								
681.5	105.8								
681.5	102.7								
681.5	99								
681.5	98.2								
681.6	91.5								
681.7	89.2								
681.7	88.4								
681.8	87.7								
681.8	89.2								
681.9	89.9								
682.1	93								
682.1	99								
682.1	101.2								
682	104.3								
682	110.3								
682	111.8								
682.1	118.6								
682.1	121.6								
682.1	122.3								
682.3	128.3								
682.3	130.6								
682.3	132.1								
682.3	139.6								
682.3	144.9								
682.3	148.7								
682.3	153.2								
682.3	154.7								
682.4	155.4								
682.4	156.9								
682.5	157.7								
682.5	150.9								
682.7	141.9								
682.8	135.9								
682.8	130.6								
682.8	126.8								
682.8	123.8								
682.8	120.1								
682.8	114.8								
682.8	109.5								
682.8	105.8								
682.8	99								
682.8	96.7								
682.9	93.7								
682.9	93								
682.9	89.9								
682.9	86.2								
682.9	85.4								
682.9	82.4								
683	77.9								
683	77.2								
683.1	71.9								
683.1	68.1								
683.1	65.9								
683.1	63.6								
683.1	61.3								
683.2	57.6								
683.3	55.3								
683.3	52.3								
683.4	50.8								
683.4	50.1								
683.5	49.3								
683.6	53.1								
683.6	54.6								
683.7	56.8								
683.8	62.1								
683.9	65.9								
684	68.9								
684.1	72.6								
684.4	75.6								
684.4	76.4								
684.5	76.4								
684.6	71.9								
684.6	70.4								
684.7	68.1								
684.8	65.1								
684.9	63.6								
685	63.6								
685.1	68.1								
685.1	69.6								
685.1	73.4								
685.2	76.4								
685.2	77.9								
685.3	80.2								
685.3	82.4								
685.4	85.4								
685.5	83.2								
685.6	79.4								
685.9	81.7								
686.1	85.4								
686.2	89.2								
686.3	93								
686.3	93.7								
686.4	96								
686.6	99.7								
686.6	100.5								
686.7	102								
686.7	105.8								
686.8	108.8								
686.9	112.5								
686.9	114.8								
687	115.5								
687	119.3								
687	126.1								
687.2	132.1								
687.2	132.1								
687.2	134.4								
687.3	136.6								
687.4	132.1								
687.4	123.8								
687.4	116.3								
687.4	109.5								
